trilat,trilong,ssid,qos,transid,firsttime,lasttime,lastupdt,netid,name,type,comment,wep,bcninterval,freenet,dhcp,paynet,userfound,channel,rcois,encryption,country,region,road,city,housenumber,postalcode
29.70425987,-95.47607422,Flock-893359,0,20211203-00000,2021-12-02T18:00:00.000Z,2021-12-03T22:00:00.000Z,2021-12-03T22:00:00.000Z,74:4C:A1:89:33:59,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,Chimney Rock Road,Houston,,77402
29.75018311,-95.49242401,Flock-68E1B3,2,20240502-00000,2024-05-02T16:00:00.000Z,2024-05-14T05:00:00.000Z,2024-05-14T05:00:00.000Z,74:4C:A1:68:E1:B3,,infra,,2,0,?,?,?,False,44,0,wpa2,US,TX,San Felipe Street,Houston,,77057
29.78121185,-90.83940887,Flock-7DBD79,0,20220224-00000,2021-08-19T16:00:00.000Z,2022-02-24T18:00:00.000Z,2022-02-24T18:00:00.000Z,D8:F3:BC:7D:BD:79,,infra,,2,0,?,?,?,False,6,,wpa2,US,LA,Tiger Drive,,,70301
29.78261757,-95.81030273,Flock-564F77,4,20200825-00000,2020-08-25T13:00:00.000Z,2021-01-14T09:00:00.000Z,2022-07-22T20:00:00.000Z,E4:AA:EA:56:4F:77,,infra,,2,0,?,?,?,False,11,,wpa2,US,TX,Katy Freeway,,,77493
29.78390503,-95.49353027,Flock-3D1F01,5,20210509-00000,2021-05-08T21:00:00.000Z,2022-02-02T07:00:00.000Z,2022-02-02T08:00:00.000Z,D8:F3:BC:3D:1F:01,,infra,,2,0,?,?,?,False,11,,wpa2,US,TX,Katy Freeway,Spring Valley,8525,77055
29.78439713,-95.52755737,Flock-564B9D,0,20210921-00000,2021-09-21T18:00:00.000Z,2021-09-21T21:00:00.000Z,2021-09-21T21:00:00.000Z,E4:AA:EA:56:4B:9D,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,Katy Tollway,Houston,,77055-6476
29.78448486,-90.81789398,Flock-3D1F87,0,20210817-00000,2021-08-17T12:00:00.000Z,2021-08-17T19:00:00.000Z,2022-08-09T16:00:00.000Z,D8:F3:BC:3D:1F:87,,infra,,2,0,?,?,?,False,1,,wpa2,US,LA,Saint Charles Street,,,70301
29.78481483,-95.5428009,Flock-426F89,0,20230606-00000,2023-06-06T12:00:00.000Z,2023-06-06T12:00:00.000Z,2023-06-06T12:00:00.000Z,F4:6A:DD:42:6F:89,,infra,,2,0,?,?,?,False,157,,wpa2,US,TX,Katy Freeway,Houston,,77055-6476
29.82832336,-94.82079315,Flock-80A09B,6,20201013-00000,2020-10-11T18:00:00.000Z,2021-09-01T18:00:00.000Z,2021-09-01T19:00:00.000Z,E4:AA:EA:80:A0:9B,,infra,,2,0,?,?,?,False,11,,wpa2,US,TX,East Freeway,Baytown,15126,77523
29.88930511,-95.58240509,Flock-91EA3F,0,20220531-00000,2022-05-31T19:00:00.000Z,2022-05-31T18:00:00.000Z,2022-05-31T18:00:00.000Z,14:5A:FC:91:EA:3F,,infra,,2,0,?,?,?,False,36,,wpa2,US,TX,Northwest Freeway Frontage Road,,,77065:77429
29.894907,-90.09566498,Flock-7DD4AD,0,20230123-00000,2023-01-23T14:00:00.000Z,2023-01-23T12:00:00.000Z,2023-01-23T12:00:00.000Z,D8:F3:BC:7D:D4:AD,,infra,,2,0,?,?,?,False,48,,wpa2,US,LA,Westbank Expressway,,4515,70072
29.90249634,-95.60120392,Flock-895DE5,0,20220421-00000,2022-04-19T13:00:00.000Z,2022-04-21T10:00:00.000Z,2022-04-21T10:00:00.000Z,74:4C:A1:89:5D:E5,,infra,,2,0,?,?,?,False,11,,wpa2,US,TX,Northwest Freeway Frontage Road,,,77065:77429
30.0039196,-90.18518829,Flock-7DC5C7,0,20210722-00000,2021-07-22T12:00:00.000Z,2021-07-22T18:00:00.000Z,2022-08-11T02:00:00.000Z,D8:F3:BC:7D:C5:C7,,infra,,2,0,?,?,?,False,6,,wpa2,US,LA,Clearview Parkway,,,70006
30.02189636,-95.57138824,Flock-623409,1,20210807-00000,2021-08-07T19:00:00.000Z,2021-10-20T07:00:00.000Z,2021-10-20T07:00:00.000Z,00:F4:8D:62:34:09,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,Spring Cypress Road,,,77379
30.02284431,-95.57007599,Flock-3D20CD,1,20211018-00000,2021-10-03T21:00:00.000Z,2021-10-18T20:00:00.000Z,2021-10-18T20:00:00.000Z,D8:F3:BC:3D:20:CD,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,Spring Cypress Road,,9799,77379
30.05464554,-89.94773865,Flock-BFE877,0,20210303-00000,2021-03-03T13:00:00.000Z,2021-03-03T15:00:00.000Z,2022-06-22T21:00:00.000Z,3C:91:80:BF:E8:77,,infra,,2,0,?,?,?,False,1,,wpa2,US,LA,I 10,New Orleans,,70128
30.22424889,-85.8717804,Flock-7EBD55,0,20220628-00000,2022-06-28T14:00:00.000Z,2022-06-28T12:00:00.000Z,2022-06-28T16:00:00.000Z,74:4C:A1:7E:BD:55,,infra,,2,0,?,?,?,False,48,,wpa2,US,FL,Panama City Beach Parkway,,,32413
30.22676849,-97.72636414,Flock-28151B,0,20210704-00000,2021-07-04T12:00:00.000Z,2021-07-04T11:00:00.000Z,2022-07-14T20:00:00.000Z,94:08:53:28:15:1B,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,East Oltorf Street,Austin,,78741
30.25076866,-92.01385498,Flock-7DB97F,0,20210912-00000,2021-09-02T07:00:00.000Z,2021-09-12T20:00:00.000Z,2021-09-12T23:00:00.000Z,D8:F3:BC:7D:B9:7F,,infra,,2,0,?,?,?,False,6,,wpa2,US,LA,Northwest Evangeline Thruway,Lafayette,,70501
30.26645851,-85.9783783,Flock-96953B,0,20220629-00000,2022-06-29T10:00:00.000Z,2022-06-29T09:00:00.000Z,2022-06-29T09:00:00.000Z,14:5A:FC:96:95:3B,,infra,,2,0,?,?,?,False,40,,wpa2,US,FL,Back Beach Road,,23001,32413
30.28085327,-81.49193573,Flock-3D1879,3,20210420-00000,2021-04-19T14:00:00.000Z,2021-05-06T15:00:00.000Z,2022-07-07T12:00:00.000Z,D8:F3:BC:3D:18:79,,infra,,2,0,?,?,?,False,1,,wpa2,US,FL,Kernan Boulevard South,Jacksonville,4098,32224
30.29105949,-98.02305603,Flock-BDC6FD,0,20201112-00000,2020-11-12T12:00:00.000Z,2020-11-12T15:00:00.000Z,2022-07-13T00:00:00.000Z,3C:91:80:BD:C6:FD,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,Hamilton Pool Road,,,78738
30.29451942,-98.01552582,Flock-E05AD7,0,20210427-00000,2021-04-27T09:00:00.000Z,2021-04-27T16:00:00.000Z,2022-07-13T00:00:00.000Z,80:30:49:E0:5A:D7,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,Hamilton Pool Road,,,78738
30.30814362,-97.74043274,Flock-68E203,0,20210806-00000,2021-08-06T11:00:00.000Z,2021-08-06T15:00:00.000Z,2022-07-14T11:00:00.000Z,74:4C:A1:68:E2:03,,infra,,W,0,?,?,?,False,1,,wpa,US,TX,North Lamar Boulevard,Austin,,78756
30.30911255,-97.92002869,Flock-BAEF77,1,20200914-00000,2020-09-14T13:00:00.000Z,2021-05-04T13:00:00.000Z,2022-07-13T04:00:00.000Z,3C:91:80:BA:EF:77,,infra,,2,0,?,?,?,False,11,,wpa2,US,TX,Resaca Boulevard,,,
30.31047058,-97.91625214,Flock-BACD3B,0,20210504-00000,2021-05-04T12:00:00.000Z,2021-05-04T13:00:00.000Z,2022-07-13T05:00:00.000Z,3C:91:80:BA:CD:3B,,infra,,2,0,?,?,?,False,11,,wpa2,US,TX,Bee Caves Road,,,78733
30.31544685,-95.46896362,Flock-3D2027,0,20210528-00000,2021-05-10T07:00:00.000Z,2021-05-28T08:00:00.000Z,2022-07-25T03:00:00.000Z,D8:F3:BC:3D:20:27,,infra,,2,0,?,?,?,False,11,,wpa2,US,TX,West Dallas Street,,1188,77301
30.31661224,-95.47190094,Flock-3D16C5,0,20210613-00000,2021-06-12T15:00:00.000Z,2021-06-13T04:00:00.000Z,2022-07-25T03:00:00.000Z,D8:F3:BC:3D:16:C5,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,Interstate 45 North,,,77301
30.3475914,-86.20697021,Flock-80A0F5,0,20200926-00000,2020-09-26T08:00:00.000Z,2020-09-26T08:00:00.000Z,2022-06-28T10:00:00.000Z,E4:AA:EA:80:A0:F5,,infra,,2,0,?,?,?,False,6,,wpa2,US,FL,Timpoochee Trail,,,32459
30.39315414,-91.01865387,Flock-892799,1,20220201-00000,2022-01-25T11:00:00.000Z,2022-02-12T07:00:00.000Z,2022-02-12T07:00:00.000Z,74:4C:A1:89:27:99,,infra,,2,0,?,?,?,False,1,,wpa2,US,LA,,,,70817
30.39562225,-88.75753784,Flock-7DBE03,0,20211009-00000,2021-10-09T01:00:00.000Z,2021-10-09T17:00:00.000Z,2021-10-09T17:00:00.000Z,D8:F3:BC:7D:BE:03,,infra,,2,0,?,?,?,False,1,,wpa2,US,MS,Old Spanish Trail,,8901,39564
30.39705658,-95.68084717,Flock-6FE567,0,20220520-00000,2022-05-20T13:00:00.000Z,2022-05-20T21:00:00.000Z,2022-05-20T21:00:00.000Z,14:5A:FC:6F:E5:67,,infra,,2,0,?,?,?,False,48,,wpa2,US,TX,Lone Star Parkway,,975,77356
30.41158676,-91.07852173,Flock-893523,0,20220101-00000,2021-12-15T17:00:00.000Z,2022-01-01T03:00:00.000Z,2022-01-01T04:00:00.000Z,74:4C:A1:89:35:23,,infra,,2,0,?,?,?,False,6,,wpa2,US,LA,Bluebonnet Boulevard,,,70810
30.4166832,-91.0898819,Flock-969AF9,1,20220702-00000,2022-06-24T07:00:00.000Z,2022-07-27T16:00:00.000Z,2022-07-27T17:00:00.000Z,14:5A:FC:96:9A:F9,,infra,,2,0,?,?,?,False,149,,wpa2,US,LA,Drusilla Drive,Baton Rouge,,70809
30.41734695,-91.06556702,Flock-7DD4D3,1,20210612-00000,2021-06-07T18:00:00.000Z,2021-09-01T17:00:00.000Z,2021-09-01T17:00:00.000Z,D8:F3:BC:7D:D4:D3,,infra,,2,0,?,?,?,False,1,,wpa2,US,LA,Coursey Boulevard,Baton Rouge,,70816
30.41735077,-91.06462097,Flock-BDBF9F,1,20201223-00000,2020-12-13T21:00:00.000Z,2021-03-22T04:00:00.000Z,2022-08-09T09:00:00.000Z,3C:91:80:BD:BF:9F,,infra,,2,0,?,?,?,False,1,,wpa2,US,LA,Coursey Boulevard,Baton Rouge,,70816
30.42600632,-91.06954956,Flock-7ACD5F,0,20220727-00000,2022-07-25T07:00:00.000Z,2022-07-27T16:00:00.000Z,2022-07-27T17:00:00.000Z,14:5A:FC:7A:CD:5F,,infra,,2,0,?,?,?,False,44,,wpa2,US,LA,West Florida Republic Parkway,Baton Rouge,,70809-2591
30.42614365,-91.01165771,Flock-8C7351,0,20220212-00000,2022-02-10T14:00:00.000Z,2022-02-12T07:00:00.000Z,2022-02-12T07:00:00.000Z,74:4C:A1:8C:73:51,,infra,,2,0,?,?,?,False,11,,wpa2,US,LA,South Harrell's Ferry Road,Baton Rouge,,70813
30.44410133,-91.02453613,Flock-28131D,0,20220911-00000,2022-09-09T16:00:00.000Z,2022-09-11T03:00:00.000Z,2022-09-11T03:00:00.000Z,94:08:53:28:13:1D,,infra,,2,0,?,?,?,False,1,,wpa2,US,LA,Millerville Road,,,70816
30.44471169,-91.02440643,Flock-3D0B2D,5,20210901-00000,2021-09-01T15:00:00.000Z,2022-05-28T09:00:00.000Z,2022-05-28T09:00:00.000Z,D8:F3:BC:3D:0B:2D,,infra,,2,0,?,?,?,False,40,,wpa2,US,LA,Millerville Road,,,70816
30.44471931,-91.0243988,Flock-91E483,0,20220724-00000,2022-07-21T11:00:00.000Z,2022-07-24T08:00:00.000Z,2022-07-24T08:00:00.000Z,14:5A:FC:91:E4:83,,infra,,2,0,?,?,?,False,153,,wpa2,US,LA,Millerville Road,,,70816
30.44560051,-91.03414154,Flock-3D2631,1,20210522-00000,2021-05-17T17:00:00.000Z,2021-12-13T06:00:00.000Z,2021-12-13T06:00:00.000Z,D8:F3:BC:3D:26:31,,infra,,2,0,?,?,?,False,6,,wpa2,US,LA,Old Hammond Highway,Baton Rouge,13300,70816
30.45005226,-86.63847351,Flock-6FE9B5,1,20220411-00000,2022-04-11T12:00:00.000Z,2022-05-16T17:00:00.000Z,2022-05-16T17:00:00.000Z,14:5A:FC:6F:E9:B5,,infra,,2,0,?,?,?,False,48,,wpa2,US,FL,Beal Parkway Northwest,,,32547
30.45723152,-88.89154816,Flock-809D69,0,20211125-00000,2021-07-21T13:00:00.000Z,2021-11-25T10:00:00.000Z,2021-11-25T10:00:00.000Z,E4:AA:EA:80:9D:69,,infra,,2,0,?,?,?,False,1,,wpa2,US,MS,Lamey Bridge Road,,11513,39532
30.52329063,-84.353508,Flock-7DCAE1,0,20220131-00000,2022-01-31T19:00:00.000Z,2022-01-31T12:00:00.000Z,2022-01-31T12:00:00.000Z,D8:F3:BC:7D:CA:E1,,infra,,2,0,?,?,?,False,1,,wpa2,US,FL,,,,
30.52411461,-84.35403442,Flock-B2336F,0,20201212-00000,2001-04-28T14:00:00.000Z,2020-12-12T12:00:00.000Z,2022-07-02T06:00:00.000Z,3C:91:80:B2:33:6F,,infra,,2,0,?,?,?,False,6,,wpa2,US,FL,North Monroe Street,,,
30.53598213,-86.4924469,Flock-68DB75,0,20220305-00000,2022-02-22T16:00:00.000Z,2022-03-05T11:00:00.000Z,2022-03-05T11:00:00.000Z,74:4C:A1:68:DB:75,,infra,,2,0,?,?,?,False,11,,wpa2,US,FL,FL 85,,,32580
31.84640121,-86.64713287,Flock-3D17B3,0,20220407-00000,2022-04-07T13:00:00.000Z,2022-04-07T17:00:00.000Z,2022-04-07T17:00:00.000Z,D8:F3:BC:3D:17:B3,,infra,,2,0,?,?,?,False,11,,wpa2,US,AL,I 65,,,V0C 2W0
31.98235512,-81.13027954,Flock-0C3EFC,0,20191007-00000,2019-10-07T14:00:00.000Z,2019-10-07T13:00:00.000Z,2022-07-08T11:00:00.000Z,B8:27:EB:0C:3E:FC,,infra,,2,0,?,?,?,False,7,,wpa2,US,GA,White Bluff Road,Savannah,,31419
31.9825325,-81.13034058,Flock-7EBB9D,0,20220624-00000,2022-06-23T12:00:00.000Z,2022-06-24T12:00:00.000Z,2022-06-24T14:00:00.000Z,74:4C:A1:7E:BB:9D,,infra,,2,0,?,?,?,False,40,,wpa2,US,GA,White Bluff Road,Savannah,,31406-4805
31.99701309,-81.25901031,Flock-127B4F,0,20210329-00000,2021-03-29T22:00:00.000Z,2021-03-29T20:00:00.000Z,2022-07-08T02:00:00.000Z,80:30:49:12:7B:4F,,infra,,2,0,?,?,?,False,1,,wpa2,US,GA,Ogeechee Road,,,31419
32.03353119,-81.25320435,Flock-127A87,0,20201026-00000,2020-10-26T19:00:00.000Z,2020-10-26T17:00:00.000Z,2022-07-08T02:00:00.000Z,80:30:49:12:7A:87,,infra,,2,0,?,?,?,False,6,,wpa2,US,GA,Quacco Road,,,31416
32.03361893,-81.25327301,Flock-7DCB31,0,20210515-00000,2021-05-15T19:00:00.000Z,2021-05-15T20:00:00.000Z,2022-07-08T02:00:00.000Z,D8:F3:BC:7D:CB:31,,infra,,2,0,?,?,?,False,6,,wpa2,US,GA,Quacco Road,,,31416
32.04101562,-81.02329254,Flock-809ED5,0,20200723-00000,2020-07-23T16:00:00.000Z,2020-07-23T18:00:00.000Z,2022-07-08T18:00:00.000Z,E4:AA:EA:80:9E:D5,,infra,,2,0,?,?,?,False,6,,wpa2,US,GA,US 80;GA 26,,,31410
32.04653931,-81.2636795,Flock-80A22F,0,20200922-00000,2020-09-22T17:00:00.000Z,2020-09-22T18:00:00.000Z,2022-07-08T02:00:00.000Z,E4:AA:EA:80:A2:2F,,infra,,2,0,?,?,?,False,11,,wpa2,US,GA,Quacco Road,,,31416
32.05371094,-81.079422,Flock-21D2D9,0,20210213-00000,2021-02-14T00:00:00.000Z,2021-02-13T21:00:00.000Z,2022-07-08T15:00:00.000Z,80:30:49:21:D2:D9,,infra,,2,0,?,?,?,False,1,,wpa2,US,GA,East 35th Street,Savannah,1298,31404
32.14108276,-81.24153137,Flock-7DC8DB,0,20210808-00000,2021-08-07T09:00:00.000Z,2021-08-08T13:00:00.000Z,2022-07-08T03:00:00.000Z,D8:F3:BC:7D:C8:DB,,infra,,2,0,?,?,?,False,11,,wpa2,US,GA,Pooler Parkway,,,31322
32.14515686,-81.24060822,Flock-7EB28F,0,20220114-00000,2022-01-14T21:00:00.000Z,2022-01-14T19:00:00.000Z,2022-01-14T19:00:00.000Z,74:4C:A1:7E:B2:8F,,infra,,2,0,?,?,?,False,6,,wpa2,US,GA,I 95,,,31322
32.22172165,-81.19592285,Flock-3D21F3,0,20211026-00000,2021-10-26T18:00:00.000Z,2021-10-26T16:00:00.000Z,2021-10-26T16:00:00.000Z,D8:F3:BC:3D:21:F3,,infra,,2,0,?,?,?,False,6,,wpa2,US,GA,Augusta Road,,,
32.39916611,-90.14084625,Flock-892697,0,20220128-00000,2022-01-27T12:00:00.000Z,2022-01-28T17:00:00.000Z,2022-01-28T17:00:00.000Z,74:4C:A1:89:26:97,,infra,,2,0,?,?,?,False,1,,wpa2,US,MS,Ridgewood Road,Jackson,,39211
32.39947891,-90.14047241,Flock-7DB81F,0,20220602-00000,2022-06-02T12:00:00.000Z,2022-06-02T11:00:00.000Z,2022-06-02T11:00:00.000Z,D8:F3:BC:7D:B8:1F,,infra,,2,0,?,?,?,False,165,,wpa2,US,MS,East County Line Road,Jackson,,39157
32.39976883,-90.14093781,Flock-67732D,0,20221018-00000,2022-10-18T12:00:00.000Z,2022-10-18T10:00:00.000Z,2022-10-18T10:00:00.000Z,94:08:53:67:73:2D,,infra,,2,0,?,?,?,False,161,,wpa2,US,MS,East County Line Road,,,39157
32.49745178,-82.92790222,Flock-809975,0,20210224-00000,2021-02-24T18:00:00.000Z,2021-02-24T19:00:00.000Z,2022-07-05T02:00:00.000Z,E4:AA:EA:80:99:75,,infra,,2,0,?,?,?,False,11,,wpa2,US,GA,US 319;US 441;GA 31;GA 117,,,31021
32.52928925,-82.94449615,Flock-7EC927,0,20220311-00000,2022-03-11T19:00:00.000Z,2022-04-06T13:00:00.000Z,2022-04-06T13:00:00.000Z,74:4C:A1:7E:C9:27,,infra,,2,0,?,?,?,False,6,,wpa2,US,GA,Industrial Boulevard,,,31021
32.54338455,-82.89463043,Flock-BDAE0D,0,20200628-00000,2020-06-28T23:00:00.000Z,2020-06-28T23:00:00.000Z,2022-07-05T03:00:00.000Z,3C:91:80:BD:AE:0D,,infra,,2,0,?,?,?,False,6,,wpa2,US,GA,East Jackson Street,,,31021
32.60771561,-97.11692047,Flock-3D156D,0,20220628-00000,2022-06-28T20:00:00.000Z,2022-06-28T18:00:00.000Z,2022-06-28T22:00:00.000Z,D8:F3:BC:3D:15:6D,,infra,,2,0,?,?,?,False,36,,wpa2,US,TX,Matlock Road,,,76002
32.67242432,-96.98540497,Flock-809AC7,0,20210530-00000,2021-05-30T16:00:00.000Z,2021-05-30T19:00:00.000Z,2022-07-18T17:00:00.000Z,E4:AA:EA:80:9A:C7,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,Ronald Reagan Memorial Highway,Grand Prairie,,75052
32.70510864,-97.23324585,Flock-8925EB,2,20211114-00000,2021-11-13T15:00:00.000Z,2021-12-15T18:00:00.000Z,2021-12-15T18:00:00.000Z,74:4C:A1:89:25:EB,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,I 820,Fort Worth,,76119
32.70898819,-97.23110962,Flock-7ECD01,2,20211114-00000,2021-11-13T15:00:00.000Z,2021-12-15T18:00:00.000Z,2021-12-15T18:00:00.000Z,74:4C:A1:7E:CD:01,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,I 820,Fort Worth,,76119
32.71066666,-97.23018646,Flock-89338B,0,20211215-00000,2021-12-14T16:00:00.000Z,2021-12-15T18:00:00.000Z,2021-12-15T18:00:00.000Z,74:4C:A1:89:33:8B,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,I 820,Fort Worth,,76119
32.7404213,-96.4099884,Flock-7EB633,3,20211221-00000,2021-12-21T19:00:00.000Z,2022-01-17T08:00:00.000Z,2022-01-17T08:00:00.000Z,74:4C:A1:7E:B6:33,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,US 80,,,75126
32.76968765,-97.35532379,Flock-A4EDCD,0,20210530-00000,2021-05-29T22:00:00.000Z,2021-05-30T00:00:00.000Z,2022-07-17T01:00:00.000Z,3C:91:80:A4:ED:CD,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,Grand Avenue,Fort Worth,1214,76106
32.7732811,-117.01608276,Flock-7F5E7D,0,20210618-00000,2021-06-18T13:00:00.000Z,2021-06-18T14:00:00.000Z,2022-07-04T05:00:00.000Z,70:C9:4E:7F:5E:7D,,infra,,2,0,?,?,?,False,1,,wpa2,US,CA,Mission Valley Freeway,,,91942
32.78311539,-79.95996094,Flock-809B29,0,20211028-00000,2021-10-25T08:00:00.000Z,2021-10-28T05:00:00.000Z,2021-10-28T05:00:00.000Z,E4:AA:EA:80:9B:29,,infra,,2,0,?,?,?,False,1,,wpa2,US,SC,Savannah Highway,Charleston,,29425
32.78472519,-97.38305664,Flock-3D2459,0,20220111-00000,2022-01-10T18:00:00.000Z,2022-01-11T04:00:00.000Z,2022-01-11T04:00:00.000Z,D8:F3:BC:3D:24:59,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,River Oaks Boulevard,Fort Worth,4301,76114
32.78995895,-97.35279846,Flock-2812E5,3,20210219-00000,2021-02-17T15:00:00.000Z,2021-07-12T20:00:00.000Z,2022-07-17T01:00:00.000Z,94:08:53:28:12:E5,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,Clinton Avenue,Fort Worth,2506,76164
32.79760742,-97.29066467,Flock-3D166F,0,20211129-00000,2021-11-29T22:00:00.000Z,2021-11-29T20:00:00.000Z,2021-11-29T21:00:00.000Z,D8:F3:BC:3D:16:6F,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,North Beach Street,,2921,76137
32.8099823,-96.46581268,Flock-7ECE55,0,20220616-00000,2022-01-30T19:00:00.000Z,2022-06-16T17:00:00.000Z,2022-06-16T18:00:00.000Z,74:4C:A1:7E:CE:55,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,Maverick Drive,,3001,75126
32.81547165,-97.41928101,Flock-625A19,0,20240512-00000,2024-05-06T21:00:00.000Z,2024-05-12T16:00:00.000Z,2024-05-12T18:00:00.000Z,9C:2F:9D:62:5A:19,,infra,,2,0,?,?,?,False,153,0,wpa2,US,TX,Azle Avenue,,,76135
32.8248024,-97.38930511,Flock-A4E321,0,20200930-00000,2020-09-30T15:00:00.000Z,2020-09-30T19:00:00.000Z,2022-07-16T17:00:00.000Z,3C:91:80:A4:E3:21,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,Jim Wright Freeway,Fort Worth,,76106
32.85536957,-96.56637573,Flock-12240D,0,20180529-00000,2018-05-27T15:00:00.000Z,2018-05-29T06:00:00.000Z,2022-07-21T00:00:00.000Z,B8:27:EB:12:24:0D,,infra,,2,0,?,?,?,False,7,,wpa2,US,TX,Stirling Drive,Garland,,75043
32.86431122,-96.69942474,Flock-6235E1,0,20210317-00000,2020-10-10T21:00:00.000Z,2021-03-17T21:00:00.000Z,2022-07-20T10:00:00.000Z,00:F4:8D:62:35:E1,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,East Northwest Highway,Dallas,10717,75218
32.8809967,-97.3970871,Flock-BAE77B,0,20201202-00000,2020-12-01T17:00:00.000Z,2020-12-02T19:00:00.000Z,2022-07-16T16:00:00.000Z,3C:91:80:BA:E7:7B,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,West Bailey Boswell Road,Fort Worth,4809,76179
32.90818405,-84.33017731,Flock-7EB665,0,20220623-00000,2022-06-23T04:00:00.000Z,2022-06-23T02:00:00.000Z,2022-06-23T02:00:00.000Z,74:4C:A1:7E:B6:65,,infra,,2,0,?,?,?,False,44,,wpa2,US,GA,North Church Street,,,30286
32.91269302,-96.71796417,Flock-324545,0,20200503-00000,2020-05-03T13:00:00.000Z,2020-05-03T15:00:00.000Z,2022-07-20T06:00:00.000Z,B8:27:EB:32:45:45,,infra,,2,0,?,?,?,False,7,,wpa2,US,TX,Ridgepoint,Dallas,,75243
32.91811371,-79.82910919,Flock-BDB03D,1,20210523-00000,2021-05-23T15:00:00.000Z,2021-05-27T15:00:00.000Z,2022-07-11T15:00:00.000Z,3C:91:80:BD:B0:3D,,infra,,2,0,?,?,?,False,6,,wpa2,US,SC,SC 41,,,29466
32.92137527,-79.82823944,Flock-895CA9,0,20220222-00000,2022-02-03T16:00:00.000Z,2022-02-22T02:00:00.000Z,2022-02-22T02:00:00.000Z,74:4C:A1:89:5C:A9,,infra,,2,0,?,?,?,False,11,,wpa2,US,SC,SC 41,,,29453
32.94599915,-96.90529633,Flock-7EB565,0,20220117-00000,2022-01-16T20:00:00.000Z,2022-01-17T08:00:00.000Z,2022-01-17T08:00:00.000Z,74:4C:A1:7E:B5:65,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,South Stemmons Freeway,,,75234:75235
32.99585342,-96.9931488,Flock-896153,0,20220225-00000,2022-02-25T16:00:00.000Z,2022-02-25T15:00:00.000Z,2022-02-25T15:00:00.000Z,74:4C:A1:89:61:53,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,East Vista Ridge Mall Drive,,,75057
33.01314545,-96.99291992,Flock-564F25,0,20210516-00000,2021-05-16T12:00:00.000Z,2021-05-16T12:00:00.000Z,2022-07-18T17:00:00.000Z,E4:AA:EA:56:4F:25,,infra,,2,0,?,?,?,False,6,,wpa2,US,TX,South Business 121,Lewisville,,75057
33.0135498,-97.04974365,Flock-89854B,0,20220310-00000,2022-03-10T19:00:00.000Z,2022-03-10T18:00:00.000Z,2022-03-10T18:00:00.000Z,74:4C:A1:89:85:4B,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,Flower Mound Road,,1337,75028
33.05674744,-96.816185,Flock-3D1499,0,20211217-00000,2021-12-17T19:00:00.000Z,2021-12-17T17:00:00.000Z,2021-12-17T17:00:00.000Z,D8:F3:BC:3D:14:99,,infra,,2,0,?,?,?,False,1,,wpa2,US,TX,Windhaven Parkway,Plano,,75093
33.19838333,-117.37532806,Flock-969771,0,20220708-00000,2022-07-08T13:00:00.000Z,2022-07-08T17:00:00.000Z,2022-07-08T19:00:00.000Z,14:5A:FC:96:97:71,,infra,,2,0,?,?,?,False,44,,wpa2,US,CA,Mission Avenue,Oceanside,,92054
33.20015717,-117.38303375,Flock-7DD0A7,0,20220123-00000,2022-01-22T22:00:00.000Z,2022-01-23T03:00:00.000Z,2022-01-23T03:00:00.000Z,D8:F3:BC:7D:D0:A7,,infra,,2,0,?,?,?,False,11,,wpa2,US,CA,North Coast Highway,Oceanside,624,92054
33.28220749,-86.80608368,Flock-7DCEC3,0,20210516-00000,2021-05-16T18:00:00.000Z,2021-05-16T17:00:00.000Z,2022-06-27T09:00:00.000Z,D8:F3:BC:7D:CE:C3,,infra,,2,0,?,?,?,False,6,,wpa2,US,AL,County Road 52,,4851,35124
33.30347061,-84.53588104,Flock-3D1FAB,0,20210602-00000,2021-06-02T22:00:00.000Z,2021-06-02T17:00:00.000Z,2022-07-01T09:00:00.000Z,D8:F3:BC:3D:1F:AB,,infra,,2,0,?,?,?,False,11,,wpa2,US,GA,GA 74;GA 85,,3001,30276
